project_id;url
710;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,710
15;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,15
764;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,764
685;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,685
379;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,379
155;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,155
731;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,731
201;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,201
18;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,18
4;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,4
564;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,564
337;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,337
532;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,532
187;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,187
719;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,719
506;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,506
717;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,717
145;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,145
26;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,26
378;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,378
520;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,520
300;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,300
61;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,61
619;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,619
728;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,728
524;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,524
626;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,626
543;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,543
500;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,500
98;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,98
73;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,73
559;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,559
283;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,283
230;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,230
349;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,349
82;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,82
23;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,23
121;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,121
154;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,154
228;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,228
714;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,714
231;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,231
686;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,686
275;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,275
74;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,74
182;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,182
339;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,339
480;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,480
398;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,398
94;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,94
336;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,336
108;https://www.wroclaw.pl/budzet-obywatelski-wroclaw/projekty-2016/projekt,id,108
