project_id;cost;real_votes;real_rank;predicted_votes;predicted_rank;city;prediction_type
384;230000.0;105;82;215.06014130622088;11;Toulouse;ML/KNN
392;8000.0;104;83;65.68154402895054;125;Toulouse;ML/KNN
344;1000.0;103;84;65.30622092021369;126;Toulouse;ML/KNN
319;10000.0;102;85;63.05428226779252;135;Toulouse;ML/KNN
301;50000.0;102;85;127.23453386179564;39;Toulouse;ML/KNN
391;235000.0;101;87;54.42185076684473;155;Toulouse;ML/KNN
312;150000.0;100;88;109.96967085990003;55;Toulouse;ML/KNN
317;50000.0;99;89;46.91538859210753;163;Toulouse;ML/KNN
328;20000.0;96;90;159.88764432190246;29;Toulouse;ML/KNN
334;20000.0;96;90;83.69705324831983;96;Toulouse;ML/KNN
364;25000.0;96;90;59.67637428916077;143;Toulouse;ML/KNN
272;120000.0;96;90;139.99551955884886;35;Toulouse;ML/KNN
296;50000.0;93;94;80.69446837842494;97;Toulouse;ML/KNN
402;20000.0;92;95;103.58917801137342;71;Toulouse;ML/KNN
405;150000.0;91;96;197.4199551955885;16;Toulouse;ML/KNN
278;80000.0;91;96;73.93865242116146;112;Toulouse;ML/KNN
224;4000.0;90;98;41.28554196105463;170;Toulouse;ML/KNN
285;1000.0;88;99;74.6892986386352;109;Toulouse;ML/KNN
373;250000.0;87;100;31.902464242633123;177;Toulouse;ML/KNN
393;250000.0;86;101;54.42185076684473;155;Toulouse;ML/KNN
231;40000.0;83;102;57.79975874547648;151;Toulouse;ML/KNN
314;40000.0;83;102;46.91538859210753;163;Toulouse;ML/KNN
292;40000.0;82;104;104.715147337584;65;Toulouse;ML/KNN
316;187200.0;81;105;92.32948474926764;85;Toulouse;ML/KNN
383;50000.0;79;106;116.72548681716351;49;Toulouse;ML/KNN
339;100000.0;79;106;105.8411166637946;64;Toulouse;ML/KNN
329;200000.0;79;106;109.96967085990003;55;Toulouse;ML/KNN
241;30000.0;78;109;35.28037222126486;173;Toulouse;ML/KNN
377;145000.0;78;109;169.64604514906082;25;Toulouse;ML/KNN
375;5000.0;77;111;100.21127003274168;77;Toulouse;ML/KNN
255;50000.0;73;112;34.154402895054275;175;Toulouse;ML/KNN
325;250000.0;73;112;278.86506979148714;8;Toulouse;ML/KNN
366;1000.0;73;112;49.1673272445287;161;Toulouse;ML/KNN
352;50000.0;71;115;107.34240909874202;59;Toulouse;ML/KNN
283;50000.0;69;116;62.30363605031881;139;Toulouse;ML/KNN
337;10000.0;69;116;65.30622092021369;126;Toulouse;ML/KNN
349;250000.0;68;118;96.83336205410994;79;Toulouse;ML/KNN
293;3240.0;68;118;100.58659314147852;76;Toulouse;ML/KNN
387;40000.0;66;120;71.6867137687403;115;Toulouse;ML/KNN
348;100000.0;63;121;73.93865242116148;111;Toulouse;ML/KNN
227;10000.0;62;122;58.5504049629502;147;Toulouse;ML/KNN
268;100000.0;61;123;300.2584869894882;5;Toulouse;ML/KNN
378;204000.0;60;124;125.35791831811132;43;Toulouse;ML/KNN
323;50000.0;60;124;63.05428226779252;135;Toulouse;ML/KNN
341;70000.0;59;126;76.94123729105634;105;Toulouse;ML/KNN
306;250000.0;59;126;175.27589178011374;20;Toulouse;ML/KNN
284;30000.0;57;128;64.18025159400311;130;Toulouse;ML/KNN
401;800.0;56;129;109.21902464242632;57;Toulouse;ML/KNN
396;150000.0;55;130;63.80492848526623;134;Toulouse;ML/KNN
362;60000.0;55;130;90.45286920558333;90;Toulouse;ML/KNN
264;10000.0;54;132;131.73841116663797;37;Toulouse;ML/KNN
381;31500.0;54;132;102.83853179389972;73;Toulouse;ML/KNN
261;10000.0;53;134;293.50267103222467;7;Toulouse;ML/KNN
237;20000.0;53;134;35.28037222126486;173;Toulouse;ML/KNN
310;40000.0;53;134;58.925728071687054;146;Toulouse;ML/KNN
358;250000.0;51;137;78.81785283474066;102;Toulouse;ML/KNN
226;233500.0;51;137;57.04911252800275;153;Toulouse;ML/KNN
303;40000.0;51;137;96.45803894537308;81;Toulouse;ML/KNN
369;150000.0;50;140;24.77132517663277;178;Toulouse;ML/KNN
376;31500.0;50;140;102.83853179389972;73;Toulouse;ML/KNN
262;4000.0;50;140;147.87730484232296;31;Toulouse;ML/KNN
254;5000.0;48;143;38.282957091159744;172;Toulouse;ML/KNN
403;250000.0;48;143;207.92900224022057;12;Toulouse;ML/KNN
338;70000.0;47;145;76.94123729105634;105;Toulouse;ML/KNN
326;25000.0;47;145;234.5769429605376;10;Toulouse;ML/KNN
280;1500.0;47;145;69.05945200758228;119;Toulouse;ML/KNN
360;250000.0;46;148;69.43477511631916;118;Toulouse;ML/KNN
347;60000.0;42;149;79.19317594347751;100;Toulouse;ML/KNN
385;250.0;40;150;109.21902464242632;57;Toulouse;ML/KNN
307;10000.0;40;150;127.23453386179564;39;Toulouse;ML/KNN
318;50000.0;39;152;41.28554196105463;170;Toulouse;ML/KNN
266;1000.0;36;153;300.25848698948823;3;Toulouse;ML/KNN
353;20000.0;35;154;45.03877304842322;165;Toulouse;ML/KNN
398;50000.0;35;154;106.59176288126832;62;Toulouse;ML/KNN
365;20000.0;34;156;49.1673272445287;161;Toulouse;ML/KNN
240;10000.0;33;157;72.43735998621403;114;Toulouse;ML/KNN
234;15000.0;32;158;62.30363605031881;139;Toulouse;ML/KNN
238;195000.0;32;158;126.85921075305876;41;Toulouse;ML/KNN
297;50000.0;32;158;104.715147337584;65;Toulouse;ML/KNN
355;110000.0;30;161;79.19317594347751;100;Toulouse;ML/KNN
340;20000.0;30;161;65.30622092021369;126;Toulouse;ML/KNN
354;35000.0;30;161;107.34240909874202;59;Toulouse;ML/KNN
248;150000.0;30;161;90.82819231432016;89;Toulouse;ML/KNN
302;10000.0;29;165;63.05428226779252;135;Toulouse;ML/KNN
342;35000.0;29;165;65.30622092021369;126;Toulouse;ML/KNN
386;360.0;29;165;61.92831294158194;141;Toulouse;ML/KNN
228;15000.0;28;168;58.5504049629502;147;Toulouse;ML/KNN
257;5000.0;28;168;50.29329657073928;158;Toulouse;ML/KNN
233;10000.0;28;168;70.18542133379286;117;Toulouse;ML/KNN
399;80000.0;28;168;116.72548681716354;48;Toulouse;ML/KNN
253;1000.0;28;168;50.29329657073928;158;Toulouse;ML/KNN
368;30000.0;27;173;11.635016370842663;182;Toulouse;ML/KNN
371;65000.0;25;174;13.136308805790108;179;Toulouse;ML/KNN
259;30000.0;24;175;50.29329657073927;160;Toulouse;ML/KNN
244;150000.0;24;175;104.715147337584;65;Toulouse;ML/KNN
367;150000.0;23;177;32.27778735136998;176;Toulouse;ML/KNN
330;10000.0;23;177;99.0853007065311;78;Toulouse;ML/KNN
372;5000.0;20;179;11.635016370842663;182;Toulouse;ML/KNN
356;240000.0;19;180;91.20351542305704;88;Toulouse;ML/KNN
230;6000.0;19;180;58.5504049629502;147;Toulouse;ML/KNN
370;85000.0;18;182;13.136308805790108;179;Toulouse;ML/KNN
374;3000.0;17;183;13.136308805790108;179;Toulouse;ML/KNN
10;900000.0;10857;1;2232.0060422504494;14;Wroclaw;ML/KNN
50;1000000.0;10796;2;2201.1964310284075;19;Wroclaw;ML/KNN
18;750000.0;8640;3;1702.2310200177862;30;Wroclaw;ML/KNN
18;1000000.0;8640;3;1702.2310200177862;30;Wroclaw;ML/KNN
675;1000000.0;5398;4;1716.3207812473784;28;Wroclaw;ML/KNN
260;70000.0;4998;5;1606.7963706226822;33;Wroclaw;ML/KNN
550;1000000.0;4468;6;1620.5104048861522;31;Wroclaw;ML/KNN
12;1000000.0;4149;7;3552.874191653942;8;Wroclaw;ML/KNN
159;1000000.0;4098;8;3121.9153615114856;11;Wroclaw;ML/KNN
656;1000000.0;4008;9;2232.006042250449;15;Wroclaw;ML/KNN
499;1000000.0;3949;10;2223.3643220296326;16;Wroclaw;ML/KNN
751;1000000.0;3788;11;3493.697194489656;9;Wroclaw;ML/KNN
451;1000000.0;3368;12;3927.2861133949687;4;Wroclaw;ML/KNN
284;100000.0;3362;13;1059.174317499203;45;Wroclaw;ML/KNN
345;1000000.0;2484;14;2320.677606255349;13;Wroclaw;ML/KNN
41;1000000.0;2123;15;4952.457140460091;1;Wroclaw;ML/KNN
16;430000.0;2113;16;916.9616608218536;48;Wroclaw;ML/KNN
716;1000000.0;2098;17;2203.8265197912647;18;Wroclaw;ML/KNN
590;1000000.0;2001;18;4211.523563266607;2;Wroclaw;ML/KNN
43;1000000.0;1973;19;1804.0530278369715;23;Wroclaw;ML/KNN
46;1000000.0;1839;20;3699.219844958639;6;Wroclaw;ML/KNN
514;250000.0;1737;21;1142.9614309445103;42;Wroclaw;ML/KNN
553;1000000.0;1724;22;4211.523563266607;2;Wroclaw;ML/KNN
68;750000.0;1705;23;1620.510404886152;32;Wroclaw;ML/KNN
608;1000000.0;1613;24;3927.2861133949687;4;Wroclaw;ML/KNN
258;750000.0;1566;25;1750.511935164522;26;Wroclaw;ML/KNN
555;1000000.0;1512;26;2223.3643220296326;16;Wroclaw;ML/KNN
83;650000.0;1455;27;1956.598176082689;22;Wroclaw;ML/KNN
680;500000.0;1358;28;2780.5674127892344;12;Wroclaw;ML/KNN
372;350000.0;1331;29;1484.1215161837004;35;Wroclaw;ML/KNN
688;100000.0;1092;30;1365.9553853381883;37;Wroclaw;ML/KNN
